Polarity,Subjectivity
-0.4,0.6
0.0,0.0
0.18,0.42000000000000004
0.0,0.0
0.16666666666666666,0.5666666666666668
0.5,0.8888888888888888
0.0,0.0
0.3,0.2
0.0,0.0
-0.5,0.95
-0.2,0.6
-0.5166666666666667,0.8833333333333333
1.0,0.3
-0.1,0.4
0.0,0.0
-0.3,0.5888888888888889
0.0,0.0
0.05,0.95
0.2,0.4
0.25000000000000006,0.65
0.3,0.2
0.0,0.0
-0.5,0.95
-0.2,0.6
-0.5166666666666667,0.8833333333333333
1.0,0.3
-0.1,0.4
0.0,0.0
-0.3,0.5888888888888889
0.0,0.0
0.05,0.95
0.2,0.4
0.25000000000000006,0.65
0.4791666666666667,0.43333333333333335
0.7,0.6000000000000001
0.08333333333333333,0.25833333333333336
1.0,0.3
0.0,0.05
0.0,0.06666666666666667
-0.2,0.6
0.0,0.5
0.0,0.0
0.0,0.0
0.0,0.0
-0.3125,0.5
-0.2,0.6
-0.25,0.5
0.0,0.0
0.0,0.0
-0.4,0.6
0.5,0.4
0.0,0.05
0.0,0.06666666666666667
-0.2,0.6
0.0,0.5
0.0,0.0
0.0,0.0
0.0,0.0
-0.3125,0.5
-0.2,0.6
-0.25,0.5
0.0,0.0
0.0,0.0
-0.4,0.6
0.5,0.4
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.7,0.6000000000000001
0.0,0.0
0.0,0.0
0.0,0.4
0.0,0.0
0.5,1.0
0.3666666666666667,0.75
0.0,0.0
0.0,0.0
0.0,0.4
0.0,0.0
0.5,1.0
0.3666666666666667,0.75
0.0,0.0
0.8,0.75
0.25,0.5
0.2,0.9
0.08333333333333333,0.41666666666666663
-0.3499999999999999,0.6333333333333333
0.26785714285714285,0.6428571428571429
0.0,0.0
0.375,0.2
-0.75,0.95
-0.45572916666666674,0.5416666666666666
0.0,0.0
0.0,0.75
0.7,0.6000000000000001
0.0,0.0
0.0,0.0
-0.14999999999999994,0.6666666666666666
0.2,0.30000000000000004
-1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.8,1.0
0.0,0.0
-0.14999999999999994,0.6666666666666666
0.2,0.30000000000000004
-1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.8,1.0
0.09999999999999998,0.6
-0.3,0.6
0.0,0.0
0.8,1.0
0.5,0.5
-0.6,0.8
0.0,0.0
0.0,1.0
0.43333333333333335,0.8333333333333334
0.0,0.0
-0.75,1.0
1.0,1.0
0.0,0.125
0.037037037037037035,0.6111111111111112
0.0,0.0
0.4125,0.7625
0.0,0.0
0.0,0.0
-0.75,1.0
1.0,1.0
0.0,0.125
0.037037037037037035,0.6111111111111112
0.0,0.0
0.4125,0.7625
0.0,0.0
0.0,0.0
0.0,0.125
0.0,0.0
0.0,0.0
0.3666666666666667,0.8333333333333334
0.15,0.55
-0.25,0.5
0.0,0.0
0.20833333333333334,0.5333333333333333
-0.2916666666666667,0.5416666666666666
1.0,0.3
0.0,0.0
0.0,0.0
0.0,0.0
-0.3499999999999999,0.36666666666666664
0.024999999999999994,0.375
-0.016666666666666663,0.7333333333333334
0.0,0.0
0.0,0.0
-0.3499999999999999,0.36666666666666664
0.024999999999999994,0.375
-0.016666666666666663,0.7333333333333334
-1.0,1.0
0.0,0.0
-0.5,1.0
0.0,0.125
-0.6666666666666666,1.0
0.0,0.0
0.0,0.0
0.02500000000000005,0.44166666666666665
0.39999999999999997,0.44166666666666665
0.0,0.0
0.5,0.5
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
-0.3125,0.5125
0.0,0.0
-0.5,1.0
-0.3125,0.5125
0.0,0.0
-0.5,1.0
0.0,0.0
0.3,0.1
0.0,0.0
0.5,0.6499999999999999
0.5,1.0
0.25,0.3333333333333333
0.5,0.95
0.2333333333333333,0.5666666666666668
-0.2,0.3
0.0,0.0
0.5,0.5
0.37812500000000004,0.95
-0.6999999999999998,0.6666666666666666
-0.1,0.0
0.0,0.0
0.0,0.0
0.8,0.75
1.0,1.0
-0.09999999999999992,0.5833333333333333
1.0,1.0
-0.09999999999999992,0.5833333333333333
-0.04999999999999993,0.7833333333333333
0.30000000000000004,0.7000000000000001
0.603125,0.6
0.3125,0.9
0.0,0.125
0.0,0.0
-0.8,0.9
0.0,0.0
-0.2916666666666667,0.5416666666666666
-0.13333333333333333,0.5333333333333333
0.0,0.0
-0.10416666666666667,0.5625
-0.10416666666666667,0.5625
0.0,0.0
0.0,0.0
0.0,0.0
-0.15,0.7
0.0,0.0
0.35,0.9
-0.6999999999999998,0.6666666666666666
0.6,1.0
0.35,0.9
-0.6999999999999998,0.6666666666666666
0.6,1.0
1.0,0.3
0.1,0.3
0.0,0.0
0.0,0.0
-0.2,0.6
-0.15555555555555559,0.2888888888888889
0.453125,0.8
0.0,1.0
1.0,1.0
0.0,0.0
0.0,0.1
0.5,0.5
0.1,1.0
0.0,0.0
0.0,0.0
-0.225,0.65
0.0,0.0
-0.2,0.3
0.75,0.5944444444444444
0.27499999999999997,0.5416666666666666
-0.2,0.3
0.75,0.5944444444444444
0.27499999999999997,0.5416666666666666
0.0,0.4
0.39999999999999997,1.0
-1.0,1.0
0.0,0.0
0.875,0.6000000000000001
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
-0.3499999999999999,0.36666666666666664
0.09375,0.675
0.0,0.0
1.0,0.3
0.0,0.0
0.0,0.0
0.0,0.0
0.2,0.95
0.5,0.18333333333333332
0.0,0.0
-0.5,1.0
0.6000000000000001,0.9
0.5,0.5
0.0,0.4
0.0,0.0
0.0,0.0
0.0,0.0
-0.23999999999999994,0.6333333333333333
0.0,0.0
0.2,0.1
0.1,0.1
0.5,0.5
0.25,0.5625
0.5,0.18333333333333332
0.0,0.0
-0.5,1.0
0.6000000000000001,0.9
0.5,0.5
0.0,0.4
0.0,0.0
0.0,0.0
0.0,0.0
-0.23999999999999994,0.6333333333333333
0.0,0.0
0.2,0.1
0.1,0.1
0.5,0.5
0.25,0.5625
-0.3499999999999999,0.3833333333333333
0.0,0.0
0.35,0.65
0.35,0.8
0.0,0.0
0.0,0.0
0.7,0.8
0.1,1.0
0.0,0.0
1.0,0.3
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.7,0.8
0.1,1.0
0.0,0.0
1.0,0.3
0.0,0.0
0.0,0.0
-0.6999999999999998,0.6666666666666666
0.8,0.7
0.0,0.0
0.2895833333333333,0.7000000000000001
0.6000000000000001,0.9
0.0,0.0
0.0,0.0
0.5,0.5
0.0,0.0
0.35,0.5
1.0,0.75
0.5,0.5
0.010416666666666657,0.5
0.0,0.0
0.0,0.0
-0.09999999999999999,0.6666666666666666
1.0,0.3
-0.1,0.3
-0.125,0.775
0.010416666666666657,0.5
0.0,0.0
0.0,0.0
-0.09999999999999999,0.6666666666666666
1.0,0.3
-0.1,0.3
-0.125,0.775
0.35,0.8
0.0,0.0
0.578125,0.65
0.5,0.6875
0.0,0.0
-0.25,0.5
0.0,0.0
-0.2,0.6
0.5333333333333333,0.6333333333333333
-1.0,1.0
-0.5,0.5333333333333333
0.0,0.0
0.8,0.8
-0.75,0.75
0.0,0.0
0.0,0.0
0.0,0.0
1.0,0.3
0.0,0.0
0.15,0.55
0.2,0.65
0.0,0.0
0.0,0.0
0.0,0.0
1.0,0.3
0.0,0.0
0.15,0.55
0.2,0.65
0.3375,0.4625
0.0,0.0
0.0,0.0
0.5,1.0
-0.3999999999999999,0.5555555555555555
0.0,0.0
0.6699999999999999,0.67
0.35,0.30000000000000004
0.4666666666666666,0.6666666666666666
0.0,0.19999999999999998
0.475,0.8
-0.2,0.3
-0.6999999999999998,0.6666666666666666
-0.4,0.6
-0.15000000000000002,0.85
0.0,0.0
-0.028124999999999983,0.44270833333333337
0.0,0.0
0.0,0.0
-0.2,0.3
-0.6999999999999998,0.6666666666666666
-0.4,0.6
-0.15000000000000002,0.85
0.0,0.0
-0.028124999999999983,0.44270833333333337
0.0,0.0
0.0,0.0
0.0,0.0
0.4,0.9
-0.4,0.45
-0.08999999999999997,0.4833333333333333
0.0,0.0
-0.8499999999999999,0.8333333333333333
0.0,0.125
-0.5,1.0
0.7,0.6000000000000001
0.4833333333333334,0.9333333333333332
-0.25,0.25
-0.04999999999999993,0.7833333333333333
0.6,1.0
0.0,0.0
-0.5,0.5625
0.55,0.875
0.0,0.0
0.0,0.0
0.0,0.0
0.6,1.0
0.0,0.0
-0.5,0.5625
0.55,0.875
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,0.3
0.0,0.0
0.0,0.0
0.1875,0.75
0.3,0.7000000000000001
0.0,0.0
0.0,0.0
0.2333333333333333,0.5555555555555556
0.55,0.825
0.0,0.0
0.0,0.0
1.0,0.3
1.0,0.3
0.0,0.0
-0.6999999999999998,0.6666666666666666
0.0,0.0
0.5,0.5
0.09999999999999999,0.5333333333333333
0.0,0.0
0.32916666666666666,0.8291666666666666
0.0,0.0
-0.0625,0.4
0.0,0.0
0.25,0.55
0.3,0.3555555555555556
0.13928571428571426,0.29285714285714287
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.2,0.30000000000000004
0.35,0.8
-0.25,0.4
0.0,0.0
0.0,0.0
0.0,0.0
0.5333333333333333,0.8333333333333334
0.35,0.8
-0.25,0.4
0.0,0.0
0.0,0.0
0.0,0.0
0.5333333333333333,0.8333333333333334
0.0,0.0
0.3333333333333333,1.0
0.0,0.0
0.09999999999999999,0.7000000000000001
-0.035714285714285685,0.6738095238095239
0.0,0.0
0.125,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.2,0.35
0.0,0.0
0.6,0.9
-0.16666666666666666,0.3666666666666667
0.0,0.0
0.0,0.0
0.0,0.0
0.1,0.45
0.0,0.0
0.0,0.0
0.0,0.06666666666666667
0.5,0.5
-0.5,1.0
0.0,0.0
0.3,0.2
0.0,0.0
0.0,0.0
0.0,0.0
0.1,0.45
0.0,0.0
0.0,0.0
0.0,0.06666666666666667
0.5,0.5
-0.5,1.0
0.0,0.0
0.3,0.2
0.0,0.0
0.0,0.0
0.5,1.0
0.55,0.75
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
-0.125,0.7666666666666666
0.5,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.15833333333333333,0.7999999999999999
0.55,0.95
0.0,0.0
1.0,0.3
0.25,1.0
0.0,0.0
0.0,0.0
-0.3,0.45555555555555555
-0.25,0.6
-0.3,0.45555555555555555
-0.25,0.6
0.3458333333333334,0.7444444444444445
0.25,0.75
0.0,0.0
-0.16666666666666666,0.8333333333333334
0.0,0.0
0.0,0.0
0.9,0.875
0.0,0.0
0.0,0.0
0.0,0.0
0.175,0.325
0.0,0.0
0.0,0.0
0.9,0.875
0.0,0.0
0.0,0.0
0.0,0.0
0.175,0.325
0.0,0.0
0.0,0.0
0.0,0.0
-0.1,0.7
-1.0,1.0
0.0,0.5
0.0,0.0
0.3611111111111111,0.37222222222222223
0.0,0.0
0.0,0.0
0.0,0.6
1.0,0.3
0.5,0.5
0.6,0.35
0.0,0.0
-0.033333333333333326,0.4666666666666666
0.5,0.5
0.7,0.8
0.0,0.0
0.0,0.0
-0.3499999999999999,0.3333333333333333
0.0,0.0
-0.29999999999999993,0.6
-0.25,0.75
0.0,0.0
0.1,0.2
0.0,0.0
-0.2,0.6
0.5,0.5333333333333333
-0.25,0.75
0.0,0.0
0.1,0.2
0.0,0.0
-0.2,0.6
0.5,0.5333333333333333
0.0,0.0
0.0,0.4
0.03712121212121211,0.5181818181818182
0.0,0.0
0.2,0.2
0.22000000000000003,0.79
0.15000000000000002,0.30000000000000004
0.0,0.0
0.0,0.0
0.22000000000000003,0.79
0.15000000000000002,0.30000000000000004
0.0,0.0
0.0,0.0
-0.8,0.9
0.1,0.2
0.0,0.0
0.55,0.7
0.8,0.7
0.8,1.0
0.0,0.0
-0.175,0.22499999999999998
0.425,0.575
-0.024999999999999967,0.775
0.0,0.0
0.3,0.65
0.0,0.0
0.0,0.0
0.3666666666666667,0.7166666666666667
0.35,0.8
0.0,0.0
0.5420454545454545,0.6477272727272727
0.0,0.0
0.5420454545454545,0.6477272727272727
0.3,0.2
-0.2,0.1
-0.024999999999999967,0.6666666666666666
0.0,0.3
0.0,0.0
0.21502976190476195,0.5214285714285715
-1.0,1.0
0.8,0.7
0.0,1.0
0.5,1.0
0.0,0.0
0.0,0.0
